Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Country,Race,Senior
33,Male,2,Data Scientist,10,195000.0,Canada,White,0
28,Male,1,Software Engineer,4,160000.0,Canada,White,0
26,Female,1,Data Analyst,3,100000.0,USA,Asian,0
31,Male,1,Product Manager,8,190000.0,China,Korean,0
30,Male,2,Software Engineer,6,170000.0,Canada,Black,0
32,Female,1,Data Scientist,9,185000.0,China,Korean,0
29,Male,1,Data Analyst,7,130000.0,Australia,Australian,0
35,Female,1,Product Manager,12,190000.0,UK,Welsh,0
27,Male,1,Software Engineer,5,150000.0,China,Chinese,0
28,Female,2,Data Scientist,6,150000.0,USA,Asian,0
37,Male,3,Product Manager,14,195000.0,USA,Hispanic,0
26,Male,1,Data Analyst,3,110000.0,UK,Asian,0
30,Female,1,Software Engineer,8,180000.0,China,Korean,0
31,Male,2,Data Scientist,9,185000.0,Australia,White,0
29,Female,1,Data Analyst,7,130000.0,China,Chinese,0
32,Male,1,Software Engineer,10,190000.0,USA,Hispanic,0
28,Female,2,Data Scientist,6,155000.0,Australia,Australian,0
34,Male,1,Software Engineer,12,195000.0,UK,White,0
25,Female,1,Data Analyst,2,90000.0,UK,Asian,0
30,Male,1,Product Manager,8,185000.0,USA,Hispanic,0
29,Female,1,Data Analyst,6,120000.0,UK,White,0
31,Male,1,Software Engineer,9,180000.0,Australia,Asian,0
26,Female,1,Data Analyst,3,100000.0,Canada,Black,0
33,Male,2,Data Scientist,10,195000.0,Australia,Australian,0
28,Male,1,Software Engineer,4,160000.0,Canada,White,0
27,Female,1,Data Analyst,5,125000.0,USA,Asian,0
30,Male,2,Software Engineer,6,170000.0,UK,Asian,0
32,Female,1,Data Scientist,9,185000.0,China,Chinese,0
29,Male,1,Data Analyst,7,130000.0,Canada,White,0
35,Female,1,Product Manager,12,190000.0,China,White,0
27,Male,1,Software Engineer,5,150000.0,UK,Asian,0
28,Female,2,Data Scientist,6,150000.0,UK,Asian,0
37,Male,3,Product Manager,14,195000.0,China,Chinese,0
26,Male,1,Data Analyst,3,110000.0,Australia,Australian,0
30,Female,1,Software Engineer,8,180000.0,USA,Hispanic,0
31,Male,2,Data Scientist,9,185000.0,China,White,0
29,Female,1,Data Analyst,7,130000.0,USA,Asian,0
32,Male,1,Software Engineer,10,190000.0,China,Korean,0
28,Female,2,Data Scientist,6,155000.0,China,Korean,0
34,Male,1,Software Engineer,12,195000.0,UK,White,0
25,Female,1,Data Analyst,2,90000.0,USA,Asian,0
30,Male,1,Product Manager,8,185000.0,Australia,Australian,0
29,Female,1,Data Analyst,6,120000.0,Australia,White,0
31,Male,1,Software Engineer,9,180000.0,China,Korean,0
26,Female,1,Data Analyst,3,100000.0,USA,White,0
33,Male,2,Data Scientist,10,195000.0,Australia,Asian,0
28,Male,1,Software Engineer,4,160000.0,Australia,White,0
27,Female,1,Data Analyst,5,125000.0,Australia,White,0
30,Male,2,Software Engineer,6,170000.0,Australia,White,0
32,Female,1,Data Scientist,9,185000.0,Australia,Australian,0
29,Male,1,Data Analyst,7,130000.0,Australia,Asian,0
35,Female,1,Product Manager,12,190000.0,UK,Mixed,0
27,Male,1,Software Engineer,5,150000.0,Canada,White,0
28,Female,2,Data Scientist,6,150000.0,China,Korean,0
37,Male,3,Product Manager,14,195000.0,Australia,White,0
26,Male,1,Data Analyst,3,110000.0,Australia,White,0
30,Female,1,Software Engineer,8,180000.0,China,Chinese,0
31,Male,2,Data Scientist,9,185000.0,UK,White,0
29,Female,1,Data Analyst,7,130000.0,China,Korean,0
32,Male,1,Software Engineer,10,190000.0,China,Korean,0
28,Female,2,Data Scientist,6,155000.0,China,Korean,0
34,Male,1,Software Engineer,12,195000.0,Canada,Asian,0
25,Female,1,Data Analyst,2,90000.0,Australia,White,0
30,Male,1,Product Manager,8,185000.0,Canada,Asian,0
29,Female,1,Data Analyst,6,120000.0,Canada,Black,0
31,Male,1,Software Engineer,9,180000.0,UK,Asian,0
26,Female,1,Data Analyst,3,100000.0,UK,Asian,0
33,Male,2,Data Scientist,10,195000.0,Australia,White,0
28,Male,1,Software Engineer,4,160000.0,Canada,White,0
27,Female,1,Data Analyst,5,125000.0,China,Korean,0
30,Male,2,Software Engineer,6,170000.0,Canada,White,0
32,Female,1,Data Scientist,9,185000.0,USA,Hispanic,0
29,Male,1,Data Analyst,7,130000.0,Australia,Asian,0
35,Female,1,Product Manager,12,190000.0,China,White,0
27,Male,1,Software Engineer,5,150000.0,USA,Asian,0
28,Female,2,Data Scientist,6,150000.0,Canada,White,0
37,Male,3,Product Manager,14,195000.0,Australia,Asian,0
26,Male,1,Data Analyst,3,110000.0,Australia,White,0
30,Female,1,Software Engineer,8,180000.0,UK,Asian,0
31,Male,2,Data Scientist,9,185000.0,China,White,0
29,Female,1,Data Analyst,7,130000.0,Canada,Black,0
32,Male,1,Software Engineer,10,190000.0,Canada,Black,0
28,Female,2,Data Scientist,6,155000.0,UK,White,0
34,Male,1,Software Engineer,12,195000.0,USA,African American,0
25,Female,1,Data Analyst,2,90000.0,Canada,Black,0
30,Male,1,Product Manager,8,185000.0,Australia,Asian,0
29,Female,1,Data Analyst,6,120000.0,UK,Asian,0
31,Male,1,Software Engineer,9,180000.0,USA,Asian,0
26,Female,1,Data Analyst,3,100000.0,UK,White,0
33,Male,2,Data Scientist,10,195000.0,USA,Asian,0
28,Male,1,Software Engineer,4,160000.0,USA,Hispanic,0
27,Female,1,Data Analyst,5,125000.0,USA,Hispanic,0
30,Male,2,Software Engineer,6,170000.0,Canada,White,0
32,Female,1,Data Scientist,9,185000.0,Canada,White,0
29,Male,1,Data Analyst,7,130000.0,Canada,White,0
35,Female,1,Product Manager,12,190000.0,USA,Asian,0
27,Male,1,Software Engineer,5,150000.0,Australia,Asian,0
28,Female,2,Data Scientist,6,150000.0,Canada,Asian,0
37,Male,3,Product Manager,14,195000.0,USA,African American,0
26,Male,1,Data Analyst,3,110000.0,UK,Mixed,0
30,Female,1,Software Engineer,8,180000.0,China,Korean,0
31,Male,2,Data Scientist,9,185000.0,Australia,Asian,0
29,Female,1,Data Analyst,7,130000.0,Australia,Australian,0
32,Male,1,Software Engineer,10,190000.0,UK,Mixed,0
28,Female,2,Data Scientist,6,155000.0,Australia,White,0
34,Male,1,Software Engineer,12,195000.0,Australia,White,0
25,Female,1,Data Analyst,2,90000.0,UK,White,0
30,Male,1,Product Manager,8,185000.0,Canada,Black,0
28,Male,1,Software Engineer,7,175000.0,USA,Asian,1
44,Male,3,Software Engineer Manager,18,190000.0,Australia,White,0
33,Female,2,Back end Developer,5,110000.0,China,White,0
50,Male,3,Project Engineer,16,195000.0,Canada,Asian,1
27,Female,2,Full Stack Engineer,3,100000.0,UK,Mixed,0
25,Male,1,Front end Developer,1,60000.0,China,Korean,0
35,Male,2,Software Engineer,8,155000.0,Australia,White,1
47,Female,3,Full Stack Engineer,12,175000.0,UK,Mixed,0
46,Female,2,Project Engineer,13,180000.0,UK,Welsh,1
32,Male,1,Back end Developer,4,95000.0,UK,White,0
61,Male,3,Software Engineer Manager,20,200000.0,UK,Welsh,0
41,Male,2,Software Engineer,11,165000.0,Australia,Australian,1
37,Male,2,Project Engineer,9,145000.0,UK,White,1
53,Male,3,Software Engineer Manager,19,195000.0,Australia,Australian,0
30,Female,1,Front end Developer,2,75000.0,USA,Asian,0
26,Female,2,Back end Developer,3,90000.0,Canada,Black,0
37,Female,2,Software Engineer,9,155000.0,UK,Asian,1
32,Male,1,Full Stack Engineer,5,115000.0,Australia,White,0
44,Female,2,Software Engineer,12,170000.0,Canada,Black,1
50,Female,3,Software Engineer Manager,16,190000.0,UK,Welsh,0
27,Male,1,Project Engineer,4,115000.0,USA,White,1
42,Male,3,Full Stack Engineer,14,180000.0,China,White,0
57,Male,3,Software Engineer Manager,18,195000.0,China,White,0
35,Male,2,Software Engineer,7,140000.0,China,White,1
62,Male,3,Software Engineer Manager,19,200000.0,UK,White,0
26,Female,2,Back end Developer,2,70000.0,Canada,White,0
42,Female,2,Project Engineer,11,170000.0,Canada,Asian,1
41,Female,3,Software Engineer Manager,14,185000.0,Canada,Asian,0
36,Female,2,Full Stack Engineer,8,140000.0,China,Korean,0
49,Male,3,Software Engineer Manager,15,185000.0,Canada,Black,0
49,Male,3,Project Engineer,15,185000.0,Australia,Australian,1
47,Male,3,Software Engineer Manager,15,180000.0,USA,Asian,0
47,Male,3,Software Engineer,14,175000.0,China,Korean,1
26,Male,1,Front end Developer,2,70000.0,Canada,White,0
24,Female,1,Back end Developer,1,60000.0,Canada,White,0
62,Male,3,Software Engineer Manager,20,200000.0,China,Korean,0
42,Male,3,Software Engineer,14,170000.0,Australia,White,1
41,Female,2,Project Engineer,11,165000.0,Canada,Black,1
23,Male,1,Full Stack Engineer,1,55000.0,Australia,Asian,0
55,Male,3,Software Engineer Manager,17,190000.0,USA,African American,0
26,Female,2,Back end Developer,3,90000.0,China,Korean,0
33,Female,1,Front end Developer,5,105000.0,UK,Welsh,0
31,Male,2,Full Stack Engineer,6,130000.0,China,Chinese,0
50,Female,3,Software Engineer Manager,16,185000.0,Australia,Asian,0
24,Female,2,Back end Developer,1,60000.0,Canada,Asian,0
56,Male,3,Software Engineer Manager,17,195000.0,China,White,0
24,Male,1,Front end Developer,1,60000.0,USA,Asian,0
37,Male,2,Software Engineer,8,150000.0,UK,Mixed,1
43,Female,3,Project Engineer,13,180000.0,USA,African American,1
44,Female,2,Software Engineer,12,170000.0,Canada,Black,1
34,Male,2,Back end Developer,6,125000.0,Canada,White,0
45,Male,3,Software Engineer Manager,15,185000.0,China,White,0
29,Male,1,Full Stack Engineer,3,90000.0,UK,White,0
29,Male,1,Front end Developer,3,80000.0,UK,Mixed,0
29,Female,1,Back end Developer,3,85000.0,Australia,Australian,0
48,Male,3,Project Engineer,16,190000.0,UK,White,1
43,Female,2,Software Engineer Manager,11,160000.0,Canada,White,0
62,Male,3,Software Engineer Manager,19,200000.0,UK,Mixed,0
54,Male,3,Software Engineer Manager,17,195000.0,Canada,Asian,0
60,Male,3,Software Engineer Manager,18,195000.0,Australia,White,0
54,Female,3,Software Engineer Manager,14,190000.0,Australia,Australian,0
27,Female,2,Full Stack Engineer,3,95000.0,USA,African American,0
23,Male,1,Back end Developer,1,55000.0,UK,Asian,0
45,Male,3,Software Engineer,13,185000.0,Canada,White,1
32,Female,2,Full Stack Engineer,5,120000.0,Canada,Black,0
57,Male,3,Software Engineer Manager,16,195000.0,China,Korean,0
47,Male,3,Software Engineer Manager,14,175000.0,China,White,0
25,Female,2,Back end Developer,2,75000.0,China,White,0
58,Male,3,Software Engineer Manager,17,200000.0,UK,Welsh,0
41,Female,2,Software Engineer,12,160000.0,Canada,Asian,1
41,Male,3,Software Engineer Manager,12,175000.0,USA,Hispanic,0
26,Male,1,Front end Developer,2,70000.0,China,Korean,0
47,Male,3,Software Engineer,15,180000.0,UK,White,1
24,Female,1,Back end Developer,1,60000.0,UK,White,0
48,Male,3,Project Engineer,16,190000.0,Australia,Australian,1
32,Male,1,Full Stack Engineer,5,120000.0,Australia,Australian,0
61,Male,3,Software Engineer Manager,20,200000.0,USA,Hispanic,0
45,Male,3,Project Engineer,14,185000.0,Australia,Asian,1
50,Female,3,Software Engineer Manager,16,190000.0,Canada,Asian,0
53,Male,3,Software Engineer Manager,18,195000.0,Australia,Australian,0
47,Female,3,Software Engineer,14,170000.0,China,White,1
23,Male,1,Front end Developer,1,55000.0,Australia,White,0
33,Male,2,Back end Developer,6,130000.0,China,Korean,0
42,Male,3,Software Engineer Manager,14,180000.0,China,Chinese,0
45,Male,3,Project Engineer,14,185000.0,Australia,White,1
23,Male,1,Front end Developer,1,55000.0,China,Korean,0
37,Male,2,Software Engineer,9,145000.0,Canada,White,1
44,Female,2,Project Engineer,12,170000.0,China,White,1
54,Male,3,Software Engineer Manager,17,195000.0,UK,Mixed,0
38,Female,2,Back end Developer,10,155000.0,Australia,Asian,0
34,Male,2,Full Stack Engineer,6,125000.0,USA,Hispanic,0
46,Female,3,Software Engineer Manager,14,180000.0,China,Korean,0
30,Male,1,Back end Developer,4,95000.0,China,Chinese,0
44,Female,2,Software Engineer,11,170000.0,Canada,White,1
27,Female,2,Full Stack Engineer,3,100000.0,USA,Asian,0
42,Male,3,Project Engineer,14,175000.0,China,Korean,1
27,Male,1,Front end Developer,3,80000.0,UK,Mixed,0
54,Male,3,Software Engineer Manager,18,195000.0,Canada,Black,0
38,Male,2,Software Engineer,10,155000.0,Canada,Black,1
31,Male,2,Project Engineer,6,125000.0,China,Chinese,1
28,Female,2,Full Stack Engineer,4,110000.0,UK,Asian,0
30,Female,2,Back end Developer,6,130000.0,USA,Asian,0
54,Male,3,Software Engineer Manager,16,190000.0,UK,White,0
62,Male,3,Software Engineer Manager,20,200000.0,Canada,Asian,0
62,Male,3,Software Engineer Manager,19,200000.0,Australia,Asian,0
37,Male,2,Software Engineer,9,150000.0,UK,White,1
31,Male,2,Software Engineer,7,140000.0,UK,Mixed,1
58,Female,3,Software Engineer Manager,17,195000.0,China,White,0
56,Male,3,Software Engineer Manager,17,195000.0,UK,White,0
23,Female,1,Back end Developer,1,55000.0,Australia,Asian,0
49,Male,3,Software Engineer Manager,15,185000.0,USA,White,0
32,Female,2,Full Stack Engineer,5,120000.0,USA,White,0
52,Female,3,Software Engineer Manager,16,190000.0,Canada,White,0
32,Female,2,Full Stack Engineer,6,130000.0,China,Korean,0
50,Female,3,Software Engineer Manager,16,190000.0,USA,Asian,0
32,Male,2,Back end Developer,6,130000.0,China,Chinese,0
34,Male,2,Full Stack Engineer,7,140000.0,UK,White,0
28,Male,1,Front end Developer,2,70000.0,Australia,White,0
44,Male,2,Project Engineer,11,170000.0,USA,Asian,1
55,Male,3,Software Engineer Manager,17,190000.0,Canada,White,0
27,Male,1,Front end Developer,3,80000.0,Australia,Australian,0
46,Male,3,Software Engineer Manager,14,180000.0,UK,Asian,0
27,Female,2,Back end Developer,2,70000.0,UK,Mixed,0
45,Male,3,Project Engineer,14,185000.0,China,Chinese,1
23,Female,1,Front end Developer,1,55000.0,USA,African American,0
36,Female,2,Full Stack Engineer,8,140000.0,UK,White,0
47,Female,3,Software Engineer,14,170000.0,Canada,Black,1
33,Male,2,Back end Developer,6,130000.0,China,Chinese,0
43,Male,3,Software Engineer Manager,13,180000.0,USA,African American,0
30,Male,1,Back end Developer,4,95000.0,USA,White,0
28,Female,1,Front end Developer,2,70000.0,UK,Mixed,0
43,Male,2,Project Engineer,12,165000.0,Canada,White,1
43,Male,3,Project Engineer,13,185000.0,China,Korean,1
36,Male,2,Software Engineer,7,140000.0,UK,White,1
24,Male,1,Front end Developer,1,60000.0,Australia,White,0
28,Female,1,Front end Developer,3,80000.0,Australia,Asian,0
37,Male,2,Software Engineer,9,150000.0,China,White,1
41,Female,3,Software Engineer Manager,14,185000.0,Australia,Asian,0
26,Male,1,Front end Developer,2,70000.0,Canada,White,0
28,Female,2,Back end Developer,3,90000.0,USA,White,0
43,Male,3,Software Engineer,12,170000.0,USA,Asian,1
42,Male,3,Software Engineer,14,170000.0,USA,African American,1
48,Male,3,Project Engineer,16,190000.0,Canada,Black,1
27,Female,2,Back end Developer,2,70000.0,USA,Hispanic,0
49,Male,3,Software Engineer Manager,15,185000.0,Canada,Asian,0
44,Male,3,Project Engineer,12,170000.0,Canada,Black,1
27,Female,2,Full Stack Engineer,3,100000.0,Canada,Asian,0
37,Male,2,Software Engineer,10,155000.0,China,White,1
44,Female,2,Project Engineer,12,170000.0,Australia,Asian,1
56,Male,3,Software Engineer Manager,18,195000.0,Australia,Australian,0
49,Male,3,Software Engineer Manager,15,185000.0,Canada,Asian,0
27,Male,1,Front end Developer,2,70000.0,USA,African American,0
48,Male,3,Project Engineer,16,190000.0,China,Korean,1
31,Male,2,Full Stack Engineer,7,140000.0,Australia,White,0
25,Male,1,Front end Developer,1,60000.0,Canada,Asian,0
50,Male,3,Software Engineer Manager,16,190000.0,UK,White,0
46,Male,3,Software Engineer Manager,14,180000.0,China,White,0
33,Male,2,Full Stack Engineer,6,130000.0,Canada,Black,0
42,Male,3,Software Engineer,14,170000.0,USA,Asian,1
41,Male,3,Project Engineer,12,165000.0,Australia,Australian,1
43,Male,3,Project Engineer,13,185000.0,UK,Mixed,1
32,Male,2,Back end Developer,6,130000.0,Australia,Asian,0
24,Male,1,Front end Developer,1,60000.0,USA,Asian,0
44,Female,2,Software Engineer,11,170000.0,China,Korean,1
36,Male,2,Software Engineer,7,140000.0,China,White,1
28,Female,2,Full Stack Engineer,4,110000.0,Australia,White,0
28,Male,1,Front end Developer,2,70000.0,USA,White,0
37,Male,2,Software Engineer,9,145000.0,UK,Asian,1
54,Male,3,Software Engineer Manager,16,190000.0,USA,Hispanic,0
58,Male,3,Software Engineer Manager,17,200000.0,China,White,0
27,Male,1,Front end Developer,3,80000.0,Canada,Black,0
30,Male,1,Back end Developer,4,95000.0,USA,African American,0
27,Female,2,Full Stack Engineer,3,100000.0,USA,Hispanic,0
54,Male,3,Software Engineer Manager,17,195000.0,Australia,Asian,0
49,Male,3,Software Engineer Manager,15,185000.0,China,White,0
38,Male,2,Software Engineer,10,155000.0,Canada,Asian,1
54,Male,3,Software Engineer Manager,18,195000.0,USA,White,0
31,Male,2,Project Engineer,6,125000.0,USA,Hispanic,1
56,Male,3,Software Engineer Manager,17,195000.0,Canada,Black,0
31,Male,2,Software Engineer,7,140000.0,UK,Mixed,1
42,Male,3,Software Engineer,14,170000.0,China,Korean,1
44,Male,2,Project Engineer,11,170000.0,Canada,White,1
37,Male,2,Software Engineer,9,150000.0,Australia,Asian,1
24,Female,1,Back end Developer,1,60000.0,USA,Hispanic,0
27,Male,1,Front end Developer,2,70000.0,Australia,Australian,0
42,Male,3,Software Engineer,14,170000.0,Australia,White,1
24,Female,1,Front end Developer,1,55000.0,USA,White,0
28,Female,1,Front end Developer,3,80000.0,UK,Welsh,0
43,Male,3,Project Engineer,13,185000.0,Canada,Asian,1
31,Male,2,Full Stack Engineer,7,140000.0,China,Korean,0
43,Male,3,Software Engineer Manager,13,180000.0,UK,Asian,0
27,Female,2,Back end Developer,2,70000.0,China,Korean,0
49,Male,3,Software Engineer Manager,15,185000.0,UK,White,0
48,Male,3,Project Engineer,16,190000.0,Australia,White,1
30,Female,2,Back end Developer,6,130000.0,Australia,Australian,0
28,Female,2,Full Stack Engineer,4,110000.0,China,White,0
46,Male,3,Software Engineer Manager,14,180000.0,China,Korean,0
37,Male,2,Software Engineer,9,145000.0,USA,African American,1
42,Male,3,Software Engineer,14,170000.0,China,Korean,1
43,Male,3,Project Engineer,12,165000.0,China,Chinese,1
31,Male,2,Software Engineer,7,140000.0,Canada,White,1
56,Male,3,Software Engineer Manager,17,195000.0,China,White,0
37,Male,2,Software Engineer,10,155000.0,USA,White,1
54,Male,3,Software Engineer Manager,16,190000.0,Australia,Asian,0
58,Male,3,Software Engineer Manager,17,195000.0,Canada,Asian,0
33,Male,2,Back end Developer,6,130000.0,China,Chinese,0
29,Female,1,Front end Developer,3,85000.0,UK,White,0
52,Male,3,Software Engineer Manager,18,200000.0,China,White,0
36,Male,2,Full Stack Engineer,8,140000.0,USA,Hispanic,0
26,Male,1,Back end Developer,2,65000.0,UK,Asian,0
47,Male,3,Project Engineer,16,190000.0,Australia,Australian,1
32,Male,2,Full Stack Engineer,6,120000.0,Canada,Black,0
29,Male,1,Front end Developer,3,80000.0,USA,Asian,0
28,Female,2,Back end Developer,3,90000.0,USA,Hispanic,0
54,Male,3,Software Engineer Manager,16,190000.0,USA,Asian,0
57,Male,3,Software Engineer Manager,18,200000.0,Australia,Australian,0
51,Male,3,Software Engineer Manager,16,190000.0,UK,Mixed,0
28,Female,2,Full Stack Engineer,4,110000.0,Canada,Asian,0
46,Male,3,Software Engineer Manager,14,180000.0,China,White,0
27,Female,2,Back end Developer,2,65000.0,Australia,Asian,0
45,Male,3,Project Engineer,14,185000.0,USA,Hispanic,1
23,Female,1,Front end Developer,1,55000.0,Australia,Australian,0
36,Male,2,Full Stack Engineer,7,130000.0,Canada,Asian,0
48,Male,3,Project Engineer,16,190000.0,China,Korean,1
33,Female,2,Full Stack Engineer,5,120000.0,Australia,Australian,0
38,Female,2,Back end Developer,10,155000.0,Australia,Australian,0
51,Male,3,Software Engineer Manager,16,190000.0,USA,Hispanic,0
27,Female,2,Full Stack Engineer,3,100000.0,Australia,Asian,0
37,Male,2,Software Engineer,9,150000.0,China,Chinese,1
44,Female,2,Project Engineer,12,170000.0,USA,White,1
27,Male,1,Front end Developer,3,80000.0,Australia,Australian,0
38,Male,2,Software Engineer,10,155000.0,UK,Asian,1
54,Male,3,Software Engineer Manager,17,195000.0,USA,African American,0
49,Male,3,Software Engineer Manager,15,185000.0,USA,Asian,0
27,Male,1,Front end Developer,2,70000.0,Australia,White,0
48,Male,3,Project Engineer,16,190000.0,China,White,1
31,Male,2,Full Stack Engineer,7,140000.0,USA,Asian,0
25,Male,1,Front end Developer,1,55000.0,USA,White,0
50,Male,3,Software Engineer Manager,16,190000.0,Australia,Australian,0
46,Male,3,Software Engineer Manager,14,180000.0,Canada,White,0
33,Male,2,Full Stack Engineer,6,130000.0,USA,African American,0
42,Male,3,Software Engineer,14,170000.0,USA,Asian,1
41,Male,3,Project Engineer,12,165000.0,UK,White,1
43,Male,3,Project Engineer,13,185000.0,China,White,1
32,Male,2,Back end Developer,6,130000.0,China,Korean,0
24,Male,1,Front end Developer,1,60000.0,USA,Hispanic,0
44,Female,2,Software Engineer,11,170000.0,Australia,Australian,1
36,Male,2,Software Engineer,7,140000.0,Australia,Asian,1
28,Female,2,Full Stack Engineer,4,110000.0,Canada,Asian,0
28,Male,1,Front end Developer,2,70000.0,China,Korean,0
37,Male,2,Software Engineer,9,145000.0,Canada,Black,1
54,Male,3,Software Engineer Manager,16,190000.0,China,White,0
58,Male,3,Software Engineer Manager,17,200000.0,Canada,Black,0
27,Male,1,Front end Developer,3,80000.0,Canada,White,0
30,Male,1,Back end Developer,4,95000.0,UK,White,0
27,Female,2,Full Stack Engineer,3,100000.0,UK,White,0
54,Male,3,Software Engineer Manager,17,195000.0,UK,Asian,0
49,Male,3,Software Engineer Manager,15,185000.0,USA,African American,0
38,Male,2,Software Engineer,10,155000.0,USA,Asian,1
54,Male,3,Software Engineer Manager,18,195000.0,China,Chinese,0
31,Male,2,Project Engineer,6,125000.0,China,Korean,1
56,Male,3,Software Engineer Manager,17,195000.0,China,Korean,0
31,Male,2,Software Engineer,7,140000.0,Canada,Black,1
42,Male,3,Software Engineer,14,170000.0,Australia,Australian,1
44,Male,2,Project Engineer,11,170000.0,Australia,White,1
37,Male,2,Software Engineer,9,150000.0,Canada,Asian,1
24,Female,1,Back end Developer,1,60000.0,Australia,Australian,0
27,Male,1,Front end Developer,2,70000.0,UK,Welsh,0
42,Male,3,Software Engineer,14,170000.0,Australia,White,1
24,Female,1,Front end Developer,1,55000.0,UK,Welsh,0
28,Female,1,Front end Developer,3,80000.0,Australia,White,0
43,Male,3,Project Engineer,13,185000.0,China,White,1
31,Male,2,Full Stack Engineer,7,140000.0,Australia,White,0
43,Male,3,Software Engineer Manager,13,180000.0,Australia,White,0
27,Female,2,Back end Developer,2,70000.0,Canada,White,0
49,Male,3,Software Engineer Manager,15,185000.0,UK,Welsh,0
48,Male,3,Project Engineer,16,190000.0,Canada,White,1
31,Male,2,Project Engineer,6,125000.0,Canada,Asian,1
40,Male,3,Software Engineer,12,160000.0,UK,Mixed,1
36,Male,2,Software Engineer,8,140000.0,China,White,1
54,Male,3,Software Engineer Manager,17,195000.0,Australia,White,0
27,Male,1,Front end Developer,2,70000.0,USA,African American,0
28,Male,1,Front end Developer,2,70000.0,UK,White,0
44,Male,2,Project Engineer,11,170000.0,Canada,Black,1
43,Male,3,Project Engineer,13,185000.0,China,Korean,1
54,Male,3,Software Engineer Manager,17,195000.0,Canada,Black,0
32,Male,2,Back end Developer,6,130000.0,USA,Asian,0
38,Male,2,Software Engineer,10,155000.0,China,White,1
49,Male,3,Software Engineer Manager,15,185000.0,Australia,Asian,0
27,Male,1,Front end Developer,3,80000.0,UK,Mixed,0
54,Male,3,Software Engineer Manager,17,195000.0,China,Chinese,0
31,Male,2,Project Engineer,7,135000.0,Australia,Australian,1
24,Male,1,Back end Developer,1,55000.0,Canada,White,0
48,Male,3,Project Engineer,16,190000.0,Australia,Asian,1
27,Female,2,Back end Developer,2,70000.0,China,Chinese,0
43,Male,3,Project Engineer,13,185000.0,Australia,Australian,1
44,Male,2,Project Engineer,11,170000.0,Australia,Australian,1
37,Male,2,Software Engineer,9,150000.0,China,Korean,1
56,Male,3,Software Engineer Manager,17,195000.0,Canada,White,0
28,Male,1,Front end Developer,2,70000.0,UK,Mixed,0
54,Male,3,Software Engineer Manager,17,195000.0,USA,Asian,0
31,Male,2,Project Engineer,6,125000.0,China,Chinese,1
49,Male,3,Software Engineer Manager,15,185000.0,Australia,Australian,0
27,Female,2,Back end Developer,2,70000.0,UK,Mixed,0
38,Male,2,Software Engineer,10,155000.0,Australia,White,1
27,Male,1,Front end Developer,3,80000.0,Canada,White,0
43,Male,3,Project Engineer,13,185000.0,China,White,1
48,Male,3,Project Engineer,16,190000.0,Canada,Asian,1
44,Male,2,Project Engineer,11,170000.0,Canada,Asian,1
54,Male,3,Software Engineer Manager,17,195000.0,China,Chinese,0
37,Male,2,Software Engineer,9,150000.0,UK,Mixed,1
28,Male,1,Front end Developer,2,70000.0,China,White,0
27,Female,2,Back end Developer,2,70000.0,USA,Asian,0
49,Male,3,Software Engineer Manager,15,185000.0,UK,Welsh,0
31,Male,2,Project Engineer,7,135000.0,Australia,Asian,1
27,Male,1,Front end Developer,3,80000.0,Canada,White,0
54,Male,3,Software Engineer Manager,17,195000.0,UK,Welsh,0
38,Male,2,Software Engineer,10,155000.0,Australia,Australian,1
44,Male,2,Project Engineer,11,170000.0,UK,Welsh,1
43,Male,3,Project Engineer,13,185000.0,Canada,Black,1
27,Male,1,Front end Developer,2,70000.0,Canada,Black,0
48,Male,3,Project Engineer,16,190000.0,Canada,Black,1
31,Male,2,Project Engineer,6,125000.0,USA,Asian,1
54,Male,3,Software Engineer Manager,17,195000.0,Australia,Australian,0
37,Male,2,Software Engineer,9,150000.0,Canada,White,1
28,Male,1,Front end Developer,2,70000.0,UK,Mixed,0
27,Female,2,Back end Developer,2,70000.0,China,Korean,0
34,Male,1,Front end Developer,5,95000.0,Canada,White,0
43,Female,2,Software Engineer,12,170000.0,Australia,Asian,1
27,Male,1,Back end Developer,2,75000.0,Australia,Asian,0
56,Female,3,Software Engineer Manager,18,210000.0,China,White,0
32,Male,2,Full Stack Engineer,7,135000.0,USA,White,0
40,Male,3,Software Engineer,12,160000.0,China,White,1
23,Male,1,Front end Developer,1,55000.0,USA,African American,0
46,Male,3,Project Engineer,16,190000.0,UK,White,1
41,Female,3,Project Engineer,11,165000.0,UK,Asian,1
28,Female,1,Front end Developer,3,80000.0,Canada,Black,0
34,Male,1,Back end Developer,6,120000.0,Australia,Asian,0
49,Male,3,Software Engineer Manager,15,185000.0,UK,Mixed,0
43,Male,3,Project Engineer,13,185000.0,Canada,Black,1
54,Male,3,Software Engineer Manager,16,190000.0,UK,Mixed,0
36,Male,2,Software Engineer,8,140000.0,Canada,Black,1
33,Male,2,Full Stack Engineer,6,130000.0,UK,Welsh,0
27,Female,2,Back end Developer,2,70000.0,Canada,White,0
44,Male,2,Project Engineer,11,170000.0,Canada,White,1
31,Male,2,Project Engineer,6,125000.0,China,Korean,1
38,Male,2,Software Engineer,10,155000.0,USA,Hispanic,1
27,Male,1,Front end Developer,2,70000.0,USA,African American,0
54,Male,3,Software Engineer Manager,17,195000.0,Australia,White,0
